Nombre Entidad,Nit Entidad,Departamento,Ciudad,Localización,Orden,Sector,Rama,Entidad Centralizada,Proceso de Compra,ID Contrato,Referencia del Contrato,Estado Contrato,Codigo de Categoria Principal,Descripcion del Proceso,Tipo de Contrato,Modalidad de Contratacion,Justificacion Modalidad de Contratacion,Fecha de Firma,Fecha de Inicio del Contrato,Fecha de Fin del Contrato,Fecha de Inicio de Ejecucion,Fecha de Fin de Ejecucion,Condiciones de Entrega,TipoDocProveedor,Documento Proveedor,Proveedor Adjudicado,Es Grupo,Es Pyme,Habilita Pago Adelantado,Liquidación,Obligación Ambiental,Obligaciones Postconsumo,Reversion,Valor del Contrato,Valor de pago adelantado,Valor Facturado,Valor Pendiente de Pago,Valor Pagado,Valor Amortizado,Valor Pendiente de Amortizacion,Valor Pendiente de Ejecucion,Estado BPIN,Código BPIN,Anno BPIN,Saldo CDP,Saldo Vigencia,EsPostConflicto,URLProceso,Destino Gasto,Origen de los Recursos,Dias Adicionados,Puntos del Acuerdo,Pilares del Acuerdo,Nombre Representante Legal,Nacionalidad Representante Legal,Tipo de Identificación Representante Legal,Identificación Representante Legal,Género Representante Legal,Presupuesto General de la Nacion – PGN,Sistema General de Participaciones,Sistema General de Regalías,"Recursos Propios (Alcaldías, Gobernaciones y Resguardos Indígenas)",Recursos de Credito,Recursos Propios,Ultima Actualizacion,Codigo Entidad,Fecha Inicio Liquidacion,Fecha Fin Liquidacion,Codigo Proveedor,Objeto del Contrato
MUNICIPIO DE VITERBO,"800,090,833",Caldas,No Definido,"Colombia,  Caldas",Territorial,Servicio Público,Ejecutivo,Descentralizada,CO1.BDOS.4319397,CO1.PCCNTR.4887916,SERVICIOS PROFESIONALES N. 027 DE 2023,En ejecución,V1.80111701,CONTRATAR LOS SERVICIOS PROFESIONALES QUE APOYEN LOS PROCESOS DE PLANIFICACION DEL TERRITORIO EN EL MUNICIPIO DE VITERBO CALDAS,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,04/28/2023,05/28/2023,,,Como acordado previamente,Cédula de Ciudadanía,1053788278,Jorge Andrés Rodriguez Castaño,No,No,No,No,No,No,No,"2,600,000",0,0,"2,600,000",0,0,0,"2,600,000",Válido,No Definido,N/D,"2,600,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4322218&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Jorge Andrés Rodriguez Castaño,Colombiano,Cédula de Ciudadanía,1053788278,Hombre,0,"2,600,000",0,0,0,0,04/28/2023 12:00:00 AM,704661768,,,715622270,CONTRATAR LOS SERVICIOS PROFESIONALES QUE APOYEN LOS PROCESOS DE PLANIFICACION DEL TERRITORIO EN EL MUNICIPIO DE VITERBO CALDAS
VEEDURIA DISTRITAL,"899,999,061",Distrito Capital de Bogotá,No Definido,"Colombia, Bogotá, Bogotá",Territorial,Servicio Público,Corporación Autónoma,Descentralizada,CO1.BDOS.4331544,CO1.PCCNTR.4903079,166 del 2023,Activo,V1.80111706,F07 016  Prestar servicios de apoyo técnico para el acompañamiento en la ejecución del componente de medición de cargas laborales de los servidores públicos y contratistas en desarrollo de la intervención del fortalecimiento institucional de la Veeduría Distrital,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,07/05/2023,,,A convenir,Cédula de Ciudadanía,1032472220,CINDY LORENA MORA RUIZ,No,No,No,No,No,No,No,"4,000,000",0,0,"4,000,000",0,0,0,"4,000,000",Válido,No Definido,N/D,"4,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4343626&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,CINDY LORENA MORA RUIZ,COLOMBIANA,Sin Descripcion,1032472220,No Definido,0,0,0,"4,000,000",0,0,04/28/2023 12:00:00 AM,701590192,,,706690641,F07 016  Prestar servicios de apoyo técnico para el acompañamiento en la ejecucióndel componente de medición de cargas laborales de los servidores públicos ycontratistas en desarrollo de la intervención del fortalecimiento institucional de laVeeduría Distrital
ALCALDIA LOCAL DE FONTIBON,"899,999,061",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4344562,CO1.PCCNTR.4907315,FDLF-CPS-274-2023,Activo,V1.80111701,prestar los servicios técnicos para la operaciónseguimiento y cumplimiento de los procesos y procedimientos del Servicio Apoyos Económicos Tipo Crequeridos para el oportuno y adecuado registro cruce y reporte de los datos en el SistemaMisionalSIRBE que contribuyan a la garantía de los derechos de la,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/12/2023,,,A convenir,Cédula de Ciudadanía,1012332109,EDGAR ANDRES NIETO CAMACHO,No,No,No,No,No,No,No,"27,000,000",0,0,"27,000,000",0,0,0,"27,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4348572&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,EDGAR ANDRES NIETO CAMACHO,COLOMBIANA,Sin Descripcion,1012332109,No Definido,0,0,0,0,0,"27,000,000",04/28/2023 12:00:00 AM,702292145,,,704746361,PRESTAR LOS SERVICIOS TÉCNICOS PARA LA OPERACIÓN SEGUIMIENTO Y CUMPLIMIENTO DE LOS PROCESOS Y PROCEDIMIENTOS DEL SERVICIO APOYOS ECONÓMICOS TIPO C REQUERIDOS PARA EL OPORTUNO Y ADECUADO REGISTRO CRUCE Y REPORTE DE LOS DATOS EN EL SISTEMA MISIONAL SIRBE QUE CONTRIBUYAN A LA GARANTÍA DE LOS DERECHOS DE LA POBLACIÓN MAYOR EN EL MARCO DE LA POLÍTICA PÚBLICA SOCIAL PARA EL ENVEJECIMIENTO Y LA VEJEZ EN EL DISTRITO CAPITAL A CARGO DE LA ALCALDÍA LOCAL
EMPRESA SOCIAL DEL ESTADO DEL DEPARTAMENTO DEL META ESE,"822,006,595",Meta,Villavicencio,"Colombia,  Meta ,  Villavicencio",Territorial,Salud y Protección Social,Ejecutivo,Descentralizada,CO1.BDOS.4346254,CO1.PCCNTR.4907873,531 DE 2023,Activo,V1.42181901,SUMINISTRO DE REPUESTOS Y ACCESORIOS PARA LOS MANTENIMIENTOS PREVENTIVOS Y CORRECTIVOS DE LOS EQUIPOS MÉDICOS DE LOS CENTROS DE ATENCIÓN DE LA ESE DEPARTAMENTAL SOLUCIÓN SALUD,Suministros,Contratación régimen especial,Regla aplicable,04/28/2023,,12/31/2023,,,A convenir,No Definido,9004558873,ACCESORIOS  EQUIPO BIOMEDICO SAS,No,Si,No,No,No,No,No,"120,000,000",0,0,"120,000,000",0,0,0,"120,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4349812&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Recursos Propios,0,No aplica,No aplica,victor hugo suarez ramirez,colombiana,Sin Descripcion,86088607,No Definido,0,0,0,0,0,"120,000,000",04/28/2023 12:00:00 AM,700532039,,,702844275,SUMINISTRO DE REPUESTOS Y ACCESORIOS PARA LOS MANTENIMIENTOS PREVENTIVOS Y CORRECTIVOS DE LOS EQUIPOS MÉDICOS DE LOS CENTROS DE ATENCIÓN DE LA ESE DEPARTAMENTAL SOLUCIÓN SALUD
institución universitaria pascual bravo21,"890,980,153",Antioquia,Medellín,"Colombia,  Antioquia ,  Medellín",Territorial,Educación Nacional,Ejecutivo,Descentralizada,CO1.BDOS.4350466,CO1.PCCNTR.4911348,PS-1973 DE 2023,Activo,V1.80111600,Prestación de servicios de apoyo a la gestión como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 46000,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,08/30/2023,,,No Definido,Cédula de Ciudadanía,1128387219,Jorge Andrés Tobón Macías,No,No,No,No,No,No,No,"14,979,488",0,0,"14,979,488",0,0,0,"14,979,488",Válido,No Definido,N/D,"2,887,360,796",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4354091&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,Jorge Andrés Tobón Macías,Colombiano,Cédula de Ciudadanía,1128387219,Hombre,0,0,0,"14,979,488",0,0,04/28/2023 12:00:00 AM,712721034,,,714615895,Prestación de servicios de apoyo a la gestión como contratista independiente sin vínculo laboral por su propia cuenta y riesgo para apoyar la gestión de programas y proyectos de la Secretaría de Cultura Ciudadana en cumplimiento de las obligaciones contraídas en el contrato interadministrativo 4600096362 de 2023 celebrado entre el DISTRITO ESPECIAL DE CIENCIA TECNOLOGÍA E INNOVACIÓN DE MEDELLÍN  SECRETARÍA DE CULTURA CIUDADANA y la Institución Universitaria Pascual Bravo
UNIDAD PRESTADORA DE SALUD RISARALDA,"901,362,725",Risaralda,Pereira,"Colombia,  Risaralda ,  Pereira",Nacional,defensa,Ejecutivo,Descentralizada,CO1.BDOS.4281672,CO1.PCCNTR.4879013,99-7-20024-23,En ejecución,V1.80161500,Prestación de servicios profesionales como Técnico Auxiliar de Enfermería,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,04/28/2023,06/14/2023,,,A convenir,Cédula de Ciudadanía,1087549980,Cindy Johana Moreno,No,No,No,Si,No,No,No,"5,233,563",0,0,"5,233,563",0,0,0,"5,233,563",Válido,No Definido,N/D,"5,233,563",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4310412&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,Cindy Johana Moreno Garcia,Colombiana,Cédula de Ciudadanía,1087549980,Mujer,"5,233,563",0,0,0,0,0,04/30/2023 12:00:00 AM,708899034,2023-06-15 05:00:00,2023-10-14 05:00:00,714202264,Prestación de servicios profesionales como Técnico Auxiliar de Enfermería
FISCALÍA GENERAL DE LA NACIÓN REGIONAL PACÍFICO,"800,187,575",Valle del Cauca,No Definido,"Colombia,  Valle del Cauca",Nacional,Ley de Justicia,Judicial,Descentralizada,CO1.BDOS.4336790,CO1.PCCNTR.4902869,FGN-RP-CV-0006-2023,Activo,V1.92101800,Aunar esfuerzos para la implementación y funcionamiento de un Punto de Atención de la Fiscalía General de la Nación PAF para la recepción de denuncias y orientación a la ciudadanía en las actividades propias de la Fiscalía General de la Nación en el municipio de Restrepo  Valle del Cauca,Otro,Contratación directa,ContratosConveniosInteradministrativosValorCero,04/28/2023,,01/31/2024,,,No Definido,No Definido,891902191,ALCALDIA MUNICIPAL DE RESTREPO VALLE DEL CAUCA,No,No,No,No,No,No,No,0,0,0,0,0,0,0,0,Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4343718&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Distribuido,0,No aplica,No aplica,Sin Descripcion,Sin Descripcion,Sin Descripcion,Sin Descripcion,No Definido,0,0,0,0,0,0,04/29/2023 12:00:00 AM,704795558,,,701779100,Aunar esfuerzos para la implementación y funcionamiento de un Punto de Atención de la Fiscalía General de la Nación PAF para la recepción de denuncias y orientación a la ciudadanía en las actividades propias de la Fiscalía General de la Nación en el municipio de Restrepo  Valle del Cauca
CORTOLIMA,"890,704,536",Tolima,Ibagué,"Colombia,  Tolima ,  Ibagué",Nacional,Ambiente y Desarrollo Sostenible,Corporación Autónoma,Centralizada,CO1.BDOS.4343713,CO1.PCCNTR.4907191,CONTRATO 0446 DEL 27 DE ABRIL DE 2023,Activo,V1.80111701,PRESTAR EL SERVICIO DE MANERA INDEPENDIENTE LIBRE AUTONOMA Y SIN SUBORDINACION ALGUNA COMO INGENIERO A AMBIENTAL EN APOYO A LAS ACTIVIDADES REQUERIDAS EN EL PROCESO DE LA SUBDIRECCIÓN DE ADMINISTRACIÓN DE RECURSOS NATURALES,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/22/2023,,,A convenir,Cédula de Ciudadanía,1110587157,IVAN RENE MACHADO AGUILAR,No,No,No,No,No,No,No,"25,600,000",0,0,"25,600,000",0,0,0,"25,600,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4349077&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,IVAN RENE MACHADO AGUILAR,COLOMBIANO,Cédula de Ciudadanía,1110587157,Hombre,0,0,0,0,0,"25,600,000",04/28/2023 12:00:00 AM,702191560,,,716402839,PRESTAR EL SERVICIO DE MANERA INDEPENDIENTE LIBRE AUTONOMA Y SIN SUBORDINACION ALGUNA COMO INGENIERO A AMBIENTAL EN APOYO A LAS ACTIVIDADES REQUERIDAS EN EL PROCESO DE LA SUBDIRECCIÓN DE ADMINISTRACIÓN DE RECURSOS NATURALES
INSTITUTO DEPARTAMENTAL DE DEPORTES DEL TOLIMA,"809,005,065",Tolima,Ibagué,"Colombia,  Tolima ,  Ibagué",Territorial,deportes,Ejecutivo,Descentralizada,CO1.BDOS.4317838,CO1.PCCNTR.4899288,0442 DEL 25 DE ABRIL DE 2023,Activo,V1.80111701,CONTRATAR LA PRESTACION DE SERVICIO DE APOYO A LA GESTION DE UN MONITOR DEPORTIVO PARA ELPROGRAMA CENTROS DE DESARROLLO DEPORTIVO DEL INSTITUTO DEPARTAMENTAL DE DEPORTES INDEPORTES TOLIMA EN EL MARCO DEL PROYECTO DENOMINADO FORTALECIMIENTO EN EL TOLIMA COMO TERRITORIO DE BIENESTAR SALUD Y DEPORTE EN,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/22/2023,,,A convenir,Cédula de Ciudadanía,1109416362,Eduin Alfonso  Duarte Pereira,No,No,No,No,No,No,No,"12,800,000",0,0,"12,800,000",0,0,0,"12,800,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4338070&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Eduin Alfonso  Duarte Pereira,colombia,Cédula de Ciudadanía,1109416362,Hombre,0,0,0,"12,800,000",0,0,04/28/2023 12:00:00 AM,700814015,,,716892336,CONTRATAR LA PRESTACION DE SERVICIO DE APOYO A LA GESTION DE UN MONITOR DEPORTIVO PARA EL PROGRAMA CENTROS DE DESARROLLO DEPORTIVO DEL INSTITUTO DEPARTAMENTAL DE DEPORTES INDEPORTES TOLIMA EN EL MARCO DEL PROYECTO DENOMINADO FORTALECIMIENTO EN EL TOLIMA COMO TERRITORIO DE BIENESTAR SALUD Y DEPORTE EN EL DEPARTAMENTO DEL TOLIMA
CONTRALORIA DE BOGOTA,"800,245,133",Distrito Capital de Bogotá,Bogotá,"Colombia, Bogotá, Bogotá",Territorial,No aplica/No pertenece,Corporación Autónoma,Descentralizada,CO1.BDOS.4142619,CO1.PCCNTR.4907260,465-2023,Activo,V1.43222500,Contratar equipos de red para el fortalecimiento de la conectividad alámbrica e inalámbrica de la contraloría de Bogotá por grupos,Arrendamiento de muebles,Selección abreviada subasta inversa,Suministro de bienes y servicios de características técnicas uniformes y común utilización,04/28/2023,,12/31/2023,,,No Definido,No Definido,1017189572,DAYVER ESKEY MOSQUERA MORENO,No,Si,No,No,No,No,No,"93,244,000",0,0,"93,244,000",0,0,0,"93,244,000",Válido,No Definido,N/D,"107,594,725",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4205376&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Recursos Propios,0,No aplica,No aplica,DAYVER ESKEY MOSQUERA MORENO,COLOMBIANO,Sin Descripcion,1017189572,No Definido,0,0,0,0,0,"93,244,000",04/28/2023 12:00:00 AM,702516691,,,701748048,Contratar equipos de red para el fortalecimiento de la conectividad alámbrica e inalámbrica de la contraloría de Bogotá Grupo 2 Adquisición de Switch de borde
SANTIAGO DE CALI  DISTRITO ESPECIAL  SECRETARIA DE CULTURA,"890,399,011",Valle del Cauca,Cali,"Colombia,  Valle del Cauca ,  Cali",Territorial,Cultura,Ejecutivo,Descentralizada,CO1.BDOS.4286712,CO1.PCCNTR.4902245,4148.010.26.1.542-2023,Activo,V1.80111501,Prestar los servicios de apoyo a la gestión para realizar actividades afines a su perfil en los programas planes y proyectos que adelanta la Secretaría de Cultura con el fin de cumplir con sus cometidos misionales de conformidad con el proyecto denominado FORMACIÓN DE LOS SERVICIOS BIBLIOTECARIOS EN,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,05/31/2023,,,No Definido,Cédula de Ciudadanía,80246921,Jaime Eduardo Duran Reyes,No,No,No,No,No,No,No,"6,308,000",0,0,"6,308,000",0,0,0,"6,308,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4342421&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Jaime Eduardo Duran Reyes,Colombiano,Sin Descripcion,80246921,No Definido,0,0,0,"6,308,000",0,0,04/29/2023 12:00:00 AM,702384207,,,702913583,Prestar los servicios de apoyo a la gestión para realizaractividades afines a su perfil en los programas planes y proyectos que adelanta laSecretaría de Cultura con el fin de cumplir con sus cometidos misionales deconformidad con el proyecto denominado FORMACIÓN DE LOS SERVICIOSBIBLIOTECARIOS EN BIBLIOTECAS PÚBLICAS Y ESPACIOS ADSCRITOS A LARED EN SANTIAGO DE CALI BP26002890 vigencia 2023
HOSPITAL SUSANA LOPEZ DE VALENCIA,"891,501,676",Cauca,Popayán,"Colombia,  Cauca ,  Popayán",Territorial,Salud y Protección Social,Corporación Autónoma,Descentralizada,CO1.BDOS.4344680,CO1.PCCNTR.4907496,139-2023,Activo,V1.80121704,PRESTAR SUS SERVICIOS PROFESIONALES COMO ABOGADO EN LA OFICINA ASESORA JURÍDICA PARA COORDINAR EL SUBPROCESO DE CONTRATACIÓN APOYAR LA RENDICIÓN DE INFORMES DE CONTRATACIÓN Y LABORES PRECONTRACTUALES CONTRACTUALES Y POSCONTRACTUALES DE LOS DIFERENTES PROCESOS ADELANTADOS POR LA ENTIDAD,Prestación de servicios,Contratación régimen especial,Regla aplicable,04/28/2023,,10/31/2023,,,A convenir,Cédula de Ciudadanía,34559867,MARISOL URRUTIA LOPEZ,No,No,No,No,No,No,No,"31,135,374",0,0,"31,135,374",0,0,0,"31,135,374",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4349391&isFromPublicArea=True&isModal=true&asPopupView=true,Funcionamiento,Recursos Propios,0,No aplica,No aplica,MARISOL URRUTIA LOPEZ,COLOMBIANA,Sin Descripcion,34559867,No Definido,0,0,0,0,0,"31,135,374",04/28/2023 12:00:00 AM,703776310,,,705083525,PRESTAR SUS SERVICIOS PROFESIONALES COMO ABOGADO EN LA OFICINA ASESORA JURÍDICA PARA COORDINAR EL SUBPROCESO DE CONTRATACIÓN APOYAR LA RENDICIÓN DE INFORMES DE CONTRATACIÓN Y LABORES PRECONTRACTUALES CONTRACTUALES Y POSCONTRACTUALES DE LOS DIFERENTES PROCESOS ADELANTADOS POR LA ENTIDAD
MUNICIPIO DE YOPAL,"891,855,017",Casanare,Yopal,"Colombia, Casanare, Yopal",Territorial,Servicio Público,Ejecutivo,Centralizada,CO1.BDOS.4340690,CO1.PCCNTR.4904013,1001.84.1318.2023,Activo,V1.80111620,DESARROLLAR ACCIONES DE FORTALECIMIENTO TECNICO A UNIDADES DE NEGOCIO YO EMPRESAS EN TEMATICAS DE PROGRAMAS DE COOPERACION INTERNACIONAL E INTERNACIONALIZACION EMPRESARIAL EN EL MARCO DE LA IMPLEMENTACION DE ESTRATEGIAS DE POSICIONAMIENTO EN EL MUNICIPIO DE YOPAL,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,07/28/2023,,,A convenir,Cédula de Ciudadanía,52268607,Maria Claudia Quijano,No,No,No,Si,No,No,No,"6,000,000",0,0,"6,000,000",0,0,0,"6,000,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4344241&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Maria Claudia Quijano,Colombiana,Sin Descripcion,52268607,No Definido,0,0,0,"6,000,000",0,0,04/28/2023 12:00:00 AM,702445891,2023-07-29 04:00:00,2023-11-28 04:59:00,709488191,DESARROLLAR ACCIONES DE FORTALECIMIENTO TECNICO A UNIDADES DE NEGOCIO YO EMPRESAS EN TEMATICAS DE PROGRAMAS DE COOPERACION INTERNACIONAL E INTERNACIONALIZACION EMPRESARIAL EN EL MARCO DE LA IMPLEMENTACION DE ESTRATEGIAS DE POSICIONAMIENTO EN EL MUNICIPIO DE YOP
UNIDAD ADMINISTRATIVA ESPECIAL DE SALUD DE ARAUCA,"900,034,608",Arauca,No Definido,"Colombia,  Arauca",Territorial,Salud y Protección Social,Ejecutivo,Descentralizada,CO1.BDOS.4334268,CO1.PCCNTR.4910479,06-015-2023,En ejecución,V1.85111600,FORTALECIMIENTO DE LA ATENCIÓN EN SALUD CON ORIENTACIÓN INDIVIDUAL FAMILIAR Y COMUNITARIA CON ENFOQUE EN ATENCIÓN PRIMARIA EN SALUD A TRAVÉS DE EQUIPOS BÁSICOS DE SALUD TERRITORIAL EN LA POBLACION INDIGENA DEL MUNICIPIO DE TAME DEPARTAMENTO DE ARAUCA0,Otro,Contratación Directa (con ofertas),ContratosConveniosInteradministrativosConValor,04/28/2023,04/28/2023,12/27/2023,,,No Definido,No Definido,900765005,SIKUASO IPSI,No,Si,No,Si,No,No,No,"355,300,000",0,0,"355,300,000",0,0,0,"355,300,000",Válido,No Definido,N/D,"355,300,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4337385&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,JHON FREDDY VANEGAS MUÑOZ,COLOMBIANO,Sin Descripcion,1116789180,No Definido,0,0,0,0,0,"355,300,000",04/28/2023 12:00:00 AM,700587157,2023-12-28 13:00:00,2024-04-29 04:59:00,710031774,FORTALECIMIENTO DE LA ATENCIÓN EN SALUD CON ORIENTACIÓN INDIVIDUAL FAMILIAR Y COMUNITARIA CON ENFOQUE EN ATENCIÓN PRIMARIA EN SALUD A TRAVÉS DE EQUIPOS BÁSICOS DE SALUD TERRITORIAL EN LA POBLACION INDIGENA DEL MUNICIPIO DE TAME DEPARTAMENTO DE ARAUCA
SECRETARIA DISTRITAL DE SEGURIDAD CONVIVENCIA Y JUSTICIA,"899,999,061",Distrito Capital de Bogotá,No Definido,"Colombia, Bogotá, Bogotá",Nacional,No aplica/No pertenece,Ejecutivo,Centralizada,CO1.BDOS.4344889,CO1.PCCNTR.4911024,SCJ-1465-2023,Activo,V1.80121601,PRESTAR SERVICIOS PROFESIONALES APOYANDO A LA DIRECCIÓN JURÍDICA Y CONTRACTUAL DE LA SECRETARIA DISTRITAL DE SEGURIDAD CONVIVENCIA Y JUSTICIA EN LOS PROCESOS Y TRÁMITES DE DEFENSA JUDICIAL,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,11/02/2023,,,Como acordado previamente,Cédula de Ciudadanía,53030109,Leslie Johanna Forero Cardozo,No,No,No,No,No,No,No,"30,000,000",0,0,"30,000,000",0,0,0,"30,000,000",Válido,No Definido,N/D,"30,000,000",0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4353811&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Distribuido,0,No aplica,No aplica,Leslie Johanna Forero Cardozo,Colombia,Sin Descripcion,53030109,No Definido,0,0,0,"30,000,000",0,0,04/28/2023 12:00:00 AM,701347270,,,706363140,PRESTAR SERVICIOS PROFESIONALES APOYANDO A LA DIRECCIÓN JURÍDICA Y CONTRACTUAL DE LA SECRETARIA DISTRITAL DE SEGURIDAD CONVIVENCIA Y JUSTICIA EN LOS PROCESOS Y TRÁMITES DE DEFENSA JUDICIAL
CORTOLIMA,"890,704,536",Tolima,Ibagué,"Colombia,  Tolima ,  Ibagué",Nacional,Ambiente y Desarrollo Sostenible,Corporación Autónoma,Centralizada,CO1.BDOS.4347524,CO1.PCCNTR.4909307,CONTRATO No.0448 DE 27 DE ABRIL DE 2023,Activo,V1.80111701,PRESTAR DE MANERA INDEPENDIENTE LIBRE AUTÓNOMA Y SIN SUBORDINACIÓN ALGUNA LOS SERVICIOS PROFESIONALES DE ABOGADO A BRINDANDO APOYO EN LA SUSTANCIACION DE EXPEDIENTES YO IMPULSO PROCESAL DE LA SUBDIRECCION JURIDICA DE LA ENTIDAD,Prestación de servicios,Contratación directa,ServiciosProfesionales,04/28/2023,,12/22/2023,,,A convenir,Cédula de Ciudadanía,1110586345,LAURA MARCELA ECHEVERRY VASQUEZ,No,No,No,No,No,No,No,"22,400,000",0,0,"22,400,000",0,0,0,"22,400,000",Válido,No Definido,N/D,0,0,No,https://community.secop.gov.co/Public/Tendering/OpportunityDetail/Index?noticeUID=CO1.NTC.4351119&isFromPublicArea=True&isModal=true&asPopupView=true,Inversión,Recursos Propios,0,No aplica,No aplica,LAURA MARCELA ECHEVERRY VASQUEZ,COLOMBIANA,Cédula de Ciudadanía,1110586345,Mujer,0,0,0,0,0,"22,400,000",04/28/2023 12:00:00 AM,702191560,,,721702439,PRESTAR DE MANERA INDEPENDIENTE LIBRE AUTÓNOMA Y SIN SUBORDINACIÓN ALGUNA LOS SERVICIOS PROFESIONALES DE ABOGADO A BRINDANDO APOYO EN LA SUSTANCIACION DE EXPEDIENTES YO IMPULSO PROCESAL DE LA SUBDIRECCION JURIDICA DE LA ENTIDAD
